;distance;latitude;longitude;iri;ppe
1316;13160.0;56.222760078;8.837169824;0.5506097175;0.21399690601307
1317;13170.0;56.22279849;8.837022838;0.40019208549999996;0.197202244959395
1318;13180.0;56.222837416000004;8.836875927000001;0.714224305;0.197202244959395
1319;13190.0;56.22287629;8.836728962999999;0.6206921135;0.18040758390572
1320;13200.0;56.222914513;8.836582574;0.49662425099999996;0.18040758390572
1321;13210.0;56.222952425;8.836437682;0.536761431;0.179066400694745
1322;13220.0;56.222991081;8.836291499;0.8354777335;0.179066400694745
1323;13230.0;56.223030046999995;8.836145721;0.7004498425;0.17772521748377
1324;13240.0;56.2230691;8.835999955;0.7989636784999999;0.2073948589496175
1325;13250.0;56.22310794;8.83585461;0.6005874265;0.237064500415465
1326;13260.0;56.223147077;8.835709521;0.5197004605;0.29640378334715994
1327;13270.0;56.223186557;8.835563741;0.5263116320000001;0.29640378334715994
1328;13280.0;56.223226198999996;8.835417831;0.613786415;0.287468014289505
1329;13290.0;56.223266041;8.835272115;0.5074404575;0.287468014289505
1330;13300.0;56.223305795;8.835128977;0.47062547899999996;0.27853224523184994
1331;13310.0;56.223346254;8.834984657;0.6254410134999999;0.27853224523184994
1332;13320.0;56.22338608;8.834840481;0.950137033;0.25992151182594003
1333;13330.0;56.22342574100001;8.834696674;0.7480932425;0.250616145122985
1334;13340.0;56.223465632;8.834552637;0.7568431760000001;0.24131077842003
1335;13350.0;56.223505855;8.834408062;0.554288575;0.24375763751165
1336;13360.0;56.223546297;8.834263685;1.0037364659999999;0.24375763751165
1337;13370.0;56.22358654600001;8.834119483;0.8727163325;0.24620449660326998
1338;13380.0;56.223626894;8.833975696;0.6599562189999999;0.24620449660326998
1339;13390.0;56.22366768;8.833832171000001;1.224570882;0.309354384110255
1340;13400.0;56.223708875;8.833691035;1.466086075;0.309354384110255
1341;13410.0;56.22375065;8.83354862;1.5649664125;0.37250427161724003
1342;13420.0;56.223793245;8.833405424;1.9297375195000002;0.45342091291546505
1343;13430.0;56.223836246000005;8.833262376;0.9533548245;0.53433755421369
1344;13440.0;56.223879472;8.833119245;0.7153640634999999;0.69617083681014
1345;13450.0;56.223922937;8.832976192;0.7243355935;0.69617083681014
1346;13460.0;56.223966764;8.832833498;0.6121498695;0.49543688756238496
1347;13470.0;56.224010715;8.83269052;0.897113131;0.49543688756238496
1348;13480.0;56.224054953999996;8.832547945;0.728474785;0.29470293831463
1349;13490.0;56.224099027;8.832407168;0.47991485599999995;0.29470293831463
1350;13500.0;56.224143767;8.832265922000001;0.7384763195;0.29541060145185
1351;13510.0;56.224188745;8.83212492;0.47837913099999996;0.29541060145185
1352;13520.0;56.224234001999996;8.831984086;0.82202003;0.29611826458907003
1353;13530.0;56.22427951;8.831843702999999;1.0811418895;0.3060131141947125
1354;13540.0;56.224325548;8.831703186;1.1468045905;0.31590796380035496
1355;13550.0;56.224372371;8.831562655;0.6479577715;0.33569766301164
1356;13560.0;56.224419295;8.831422233;1.0861423159999999;0.33569766301164
1357;13570.0;56.224465583999994;8.831281535;0.7337100919999999;0.285514316296745
1358;13580.0;56.224511765;8.83114102;0.6999485155;0.285514316296745
1359;13590.0;56.224557683;8.831002076;1.2647263464999998;0.23533096958185
1360;13600.0;56.224604496000005;8.830862676;0.9303376320000001;0.23533096958185
1361;13610.0;56.224651547;8.830723536;0.564468526;0.294386817341295
1362;13620.0;56.224698437;8.830583698;0.814557835;0.294386817341295
1363;13630.0;56.22474544600001;8.830444122000001;0.849560929;0.35344266510073996
1364;13640.0;56.224792643;8.830304775;0.5846929245000001;0.31324847550951496
1365;13650.0;56.22484017399999;8.830166297;0.6956059779999999;0.27305428591829
1366;13660.0;56.224888158999995;8.830028328;0.8348687484999999;0.27305428591829
1367;13670.0;56.22493703600001;8.829890267;0.6639340739999999;0.27305428591829
1368;13680.0;56.224985653999994;8.829753926;0.6351710345;0.26319947528
1369;13690.0;56.225034738000005;8.829616287999999;0.71866761;0.26319947528
1370;13700.0;56.225083735;8.829479196;0.505517231;0.26319947528
1371;13710.0;56.225132908;8.829342309;0.9005524739999999;0.26319947528
1372;13720.0;56.22518242;8.829205071;0.398896617;0.22951074260520998
